Hair-0
-2.366777883415e-01	2.412841903311e-01	9.411511908307e-01
-4.046165069134e-01	1.562484018372e-03	9.144851234311e-01
-1.888595213569e-01	-1.910512162698e-01	9.632401123057e-01
-3.661487205366e-01	1.815224642591e-04	9.305563290307e-01
-1.839590893989e-01	1.862434285259e-01	9.651281980952e-01
-3.294837593837e-01	3.854794650336e-04	9.441611640541e-01
-1.524341483913e-01	-1.548526952153e-01	9.761067939466e-01
-2.990992780942e-01	-7.193764529150e-04	9.542217270326e-01
-1.428569708261e-01	1.438626670975e-01	9.792320556957e-01
-2.737286014659e-01	-1.192579056238e-03	9.618062333416e-01
-1.366844092969e-01	-1.380062245487e-01	9.809544608395e-01
-2.623986574736e-01	-6.703461863043e-04	9.649593230764e-01
-1.310292443628e-01	1.297903945704e-01	9.828457613476e-01
-2.519595722368e-01	-5.881239173615e-04	9.677375822342e-01
-1.244511666001e-01	-1.239566979480e-01	9.844524590683e-01
-2.403991664482e-01	-2.862342305417e-04	9.706740744663e-01
-1.199898656279e-01	1.189860625517e-01	9.856189674844e-01
-2.277799762338e-01	8.636284007380e-06	9.737126282186e-01
-1.115542969549e-01	-1.111048957056e-01	9.875278937737e-01
-2.123985172944e-01	-1.759272628421e-04	9.771831143142e-01
-1.026428209284e-01	1.020763252459e-01	9.894669651566e-01
-1.954406607653e-01	-6.722090241687e-05	9.807155263383e-01
-9.562895148033e-02	-9.520220536385e-02	9.908539971825e-01
-1.786767903453e-01	-7.053696501250e-05	9.839078206908e-01
-8.547638345924e-02	8.485281439688e-02	9.927203975741e-01
-1.621209055715e-01	-3.426529104106e-05	9.867709008694e-01
-7.843707260598e-02	-7.776502004423e-02	9.938813949856e-01
-1.451237198649e-01	1.399674087042e-05	9.894135160471e-01
-6.909616684533e-02	6.832411060139e-02	9.952675698714e-01
-1.279418750415e-01	-1.104400180607e-05	9.917816677520e-01
-6.049831327401e-02	-5.972772274934e-02	9.963797234118e-01
-1.104471005684e-01	-3.540061461110e-06	9.938820040445e-01
-5.166097539614e-02	5.093664280862e-02	9.973648289570e-01
-9.302039030623e-02	-2.062137855488e-06	9.956642039277e-01
-4.284117993406e-02	-4.220125045914e-02	9.981902062040e-01
