Hair-0
8.797758708736e-01	4.343198150854e-01	1.932892010765e-01
5.255532467964e-01	7.030831325917e-01	-4.790280716689e-01
-2.285886140905e-01	7.487855085119e-01	6.221474967809e-01
4.153472518224e-01	6.704078590627e-01	-6.148495449380e-01
2.467792238648e-01	7.841960965913e-01	5.693298663865e-01
-4.189503515826e-01	7.087261740120e-01	-5.676159028596e-01
2.147743777377e-01	8.911000596857e-01	3.997657442747e-01
7.091511468061e-01	5.283951160967e-01	-4.668010842626e-01

Hair-1
1.677545851946e-01	8.451061904203e-01	-5.075962234487e-01
7.651875346807e-02	9.183251460760e-01	-3.883604079360e-01
-8.147654219447e-01	5.670410525181e-01	-1.209204364963e-01
-8.754537434334e-01	3.580473363681e-01	-3.246272447412e-01
-7.875284822457e-01	1.845789735101e-01	-5.879876632972e-01
3.253712153369e-01	9.053006756959e-01	-2.730645689480e-01
-1.040251918733e-01	9.939381964777e-01	-3.557556799933e-02
-3.037766931182e-01	9.434245321291e-01	1.329280741421e-01

Hair-2
-4.083827426617e-01	8.000736837067e-01	-4.394378637943e-01
-5.924438111721e-01	5.943739220761e-01	-5.438106024709e-01
3.068702037006e-01	7.228541007573e-01	6.191224653484e-01
2.762650298478e-01	7.286821699003e-01	-6.266577443490e-01
-4.256827308845e-01	8.498560703361e-01	3.107070522850e-01
1.725049159118e-01	7.956027484367e-01	-5.807394602282e-01
-5.652623356291e-01	8.099962360330e-01	1.561556580192e-01
-8.640998193962e-01	2.674430181775e-01	-4.263868362737e-01

Hair-3
9.965415651262e-02	-5.033129281695e-01	8.583385960256e-01
-3.264362953939e-01	-1.758126401924e-01	9.287245342932e-01
-5.715266652272e-01	6.533036854032e-01	4.965395911434e-01
-2.809400188181e-01	1.830515920926e-01	-9.421065865702e-01

Hair-4
1.639399382778e-01	6.703077609299e-01	7.237480240212e-01
-3.622273900302e-03	1.716178808097e-02	9.998461642481e-01
-1.746249263474e-02	-9.763573081339e-01	2.154564183413e-01
-9.643823506416e-01	1.682273735741e-01	2.041230818683e-01

Hair-5
4.984140293021e-01	7.900022103987e-01	-3.570433628567e-01
-7.725147958433e-01	5.640051829683e-01	-2.917516817228e-01
-9.717767586848e-01	-1.182776120465e-01	-2.041086420722e-01
1.285804466056e-02	2.488075596593e-01	-9.684675879677e-01
-7.376322992796e-01	-3.661989819763e-01	-5.672714488312e-01
-2.308778140951e-01	-2.883993076987e-01	-9.292584539715e-01
3.872634826187e-01	-7.457590064558e-01	-5.420982377024e-01
6.825548098964e-01	-6.350091964165e-01	-3.617765221152e-01
6.800707740701e-01	-1.253527915042e-01	-7.223506211790e-01
6.699402061415e-01	-4.608760752405e-01	-5.820424069309e-01
8.428976806554e-01	-3.653664907131e-01	-3.950073763991e-01
4.186145411389e-01	-6.696288695697e-01	-6.134810860865e-01
5.347881749232e-01	-7.522949652714e-01	3.847777191959e-01
-5.583708067989e-02	-7.498568838487e-01	-6.592396181707e-01
9.823344920310e-01	-1.717567076064e-01	7.428713992596e-02
9.285984686647e-01	-1.335179178467e-01	-3.462338077189e-01
5.378777274404e-01	5.038288646266e-01	-6.759023786707e-01
9.096068567521e-01	-1.946754844427e-01	-3.670379025477e-01
-4.248430452247e-01	4.228206232564e-01	-8.004568117477e-01
8.009004842206e-01	1.697847521089e-01	-5.742225634077e-01
-1.921497379632e-01	3.730639874347e-01	-9.076903323711e-01
-4.713877233762e-01	-2.745904880824e-01	8.380893019869e-01
-8.941718759735e-01	-4.262458726174e-01	-1.370077088879e-01
-4.293012015785e-01	-3.210158775554e-01	8.441855747883e-01
-3.407908864302e-01	-8.871492028265e-01	-3.111717590824e-01
-9.092180254134e-01	2.371767946405e-01	-3.421545708409e-01
-9.762258349039e-01	-1.644648588190e-01	-1.411893391150e-01
-7.958982129858e-01	3.648382367034e-01	-4.831553534890e-01
-9.683602406423e-01	2.464476643985e-01	3.926821941056e-02
-4.234167187250e-01	4.410291618868e-01	-7.913353023022e-01
-4.045977436556e-01	8.951540781576e-01	1.870824475642e-01
6.180263670707e-01	6.392157757701e-01	-4.576533640344e-01
6.961514443816e-02	9.050346756377e-01	-4.196021539009e-01
7.433877886009e-01	6.211758119083e-01	-2.480225926383e-01
-9.394070158473e-01	-1.944585535406e-01	-2.823124679000e-01
-9.850683568730e-01	-9.648311656374e-02	-1.425880096839e-01

Hair-6
7.952976785800e-01	9.681040312340e-02	5.984390932186e-01
-4.440271306137e-01	8.950741273848e-01	4.101479934590e-02
8.248308025188e-03	-4.812342879073e-01	8.765532074878e-01

Hair-7
-6.683287773385e-01	9.216378697311e-02	7.381344604827e-01

Hair-8
1.461371494053e-01	7.450290734996e-01	-6.508268688400e-01

